itemA,itemB,count,support,confidence_A_to_B,confidence_B_to_A,lift
lunch bag  black skull.,lunch bag cars blue,518,0.02548710883684314,0.4111111111111111,0.4575971731448763,7.381115037298783
jumbo bag pink polkadot,jumbo storage bag suki,514,0.025290297185593388,0.4244426094137077,0.4363327674023769,7.322896089748892
lunch bag  black skull.,lunch bag suki design,512,0.02519189135996851,0.40634920634920635,0.4749536178107607,7.6610772447507145
jumbo bag pink vintage paisley,jumbo bag red retrospot,512,0.02519189135996851,0.5995316159250585,0.24806201550387597,5.903527404099268
lunch bag  black skull.,lunch bag spaceboy design,507,0.02494587679590632,0.4023809523809524,0.4420226678291194,7.129895794411923
charlotte bag suki design,red retrospot charlotte bag,505,0.024847470970281442,0.5771428571428572,0.4912451361867704,11.410361311839912
red retrospot charlotte bag,woodland charlotte bag,503,0.024749065144656565,0.4892996108949416,0.6082224909310762,12.024818974399992
lunch bag cars blue,lunch bag pink polkadot,496,0.024404644754969493,0.4381625441696113,0.46225535880708296,8.29936211342328
regency cakestand 3 tier,roses regency teacup and saucer,489,0.024060224365282424,0.25682773109243695,0.4827245804540967,5.152780658166525
heart of wicker large,heart of wicker small,485,0.02386341271403267,0.528322440087146,0.4106689246401355,9.091977368612325
dotcom postage,jumbo bag red retrospot,485,0.02386341271403267,0.6850282485875706,0.23498062015503876,6.745404129987299
red retrospot charlotte bag,strawberry charlotte bag,482,0.023715803975595355,0.4688715953307393,0.6731843575418994,13.309142881985956
lunch bag apple design,lunch bag red retrospot,482,0.023715803975595355,0.47162426614481406,0.3127839065541856,6.220176239537444
green regency teacup and saucer,regency cakestand 3 tier,481,0.023666601062782917,0.49333333333333335,0.25262605042016806,5.266022408963585
red hanging heart t-light holder,white hanging heart t-light holder,479,0.02356819523715804,0.6643550624133149,0.21752951861943687,6.131858441638606
lunch bag cars blue,lunch bag spaceboy design,478,0.0235189923243456,0.42226148409893993,0.4167393199651264,7.482164257041722
lunch bag spaceboy design,lunch bag woodland,476,0.023420586498720725,0.4149956408020924,0.47410358565737054,8.400768330340364
party bunting,spotty bunting,473,0.02327297776028341,0.2856280193236715,0.4245960502692998,5.211044761879982
lunch bag cars blue,lunch bag suki design,467,0.02297776028340878,0.4125441696113074,0.4332096474953618,7.777873565102238
jumbo bag pink polkadot,jumbo shopper vintage red paisley,467,0.02297776028340878,0.3856317093311313,0.40051457975986277,6.721765746523081
alarm clock bakelike pink,alarm clock bakelike red,454,0.022338122416847076,0.5981554677206851,0.44206426484907496,11.837304504338075
lunch bag spaceboy design,lunch bag suki design,453,0.022288919504034638,0.3949433304272014,0.4202226345083488,7.446037335438257
charlotte bag suki design,woodland charlotte bag,452,0.0222397165912222,0.5165714285714286,0.5465538089480049,12.695039557782
jam making set printed,jam making set with jars,452,0.0222397165912222,0.4050179211469534,0.4150596877869605,7.55884685894461
jumbo bag woodland animals,jumbo storage bag suki,448,0.022042904939972446,0.5245901639344263,0.38030560271646857,9.05073895738818
lunch bag apple design,lunch bag suki design,445,0.02189529620153513,0.4354207436399217,0.41280148423005564,8.209175504394961
jumbo bag red retrospot,white hanging heart t-light holder,442,0.021747687463097815,0.21414728682170542,0.20072661217075385,1.9765347217821714
lunch bag  black skull.,lunch bag woodland,440,0.02164928163747294,0.3492063492063492,0.43824701195219123,7.068993865806614
lunch bag cars blue,lunch bag woodland,439,0.0216000787246605,0.3878091872791519,0.43725099601593626,7.850432193487534
60 teatime fairy cake cases,pack of 72 retrospot cake cases,435,0.021403267073410746,0.5451127819548872,0.34010946051602814,8.662136184871875
jumbo bag pink polkadot,jumbo bag woodland animals,427,0.02100964377091124,0.35260115606936415,0.5,8.39141205615194
jumbo bag red retrospot,jumbo bag spaceboy design,426,0.0209604408580988,0.2063953488372093,0.624633431085044,6.1507024483393575
jumbo bag red retrospot,red retrospot charlotte bag,425,0.020911237945286362,0.2059108527131783,0.41342412451361865,4.070945691189334
lunch bag pink polkadot,lunch bag spaceboy design,424,0.020862035032473924,0.3951537744641193,0.36965998256320837,7.001835494515049
jumbo  bag baroque black white,jumbo storage bag suki,421,0.02071442629403661,0.45513513513513515,0.35738539898132426,7.852433350158308
jumbo  bag baroque black white,jumbo shopper vintage red paisley,420,0.020665223381224167,0.4540540540540541,0.3602058319039451,7.914403597422464
jumbo bag red retrospot,jumbo bag vintage leaf,420,0.020665223381224167,0.20348837209302326,0.48951048951048953,4.820160459695343
pack of 60 pink paisley cake cases,pack of 72 retrospot cake cases,417,0.02051761464278685,0.4958382877526754,0.32603596559812353,7.879137889198885
jumbo bag pink vintage paisley,jumbo shopper vintage red paisley,415,0.020419208817161975,0.4859484777517564,0.35591766723842194,8.470340361772466
jumbo bag red retrospot,recycling bag retrospot,414,0.020370005904349536,0.2005813953488372,0.5572005383580081,5.486697549219067
lunch bag pink polkadot,lunch bag suki design,413,0.020320802991537098,0.3849021435228332,0.38311688311688313,7.256726498105809
jumbo bag red retrospot,jumbo storage bag skulls,413,0.020320802991537098,0.2000968992248062,0.5874822190611664,5.784878207460827
charlotte bag suki design,strawberry charlotte bag,412,0.02027160007872466,0.47085714285714286,0.5754189944134078,13.365503591380687
jumbo  bag baroque black white,jumbo bag pink polkadot,412,0.02027160007872466,0.4454054054054054,0.34021469859620146,7.475160577588322
alarm clock bakelike green,alarm clock bakelike pink,411,0.02022239716591222,0.4250258531540848,0.541501976284585,11.381061185116756
lunch bag  black skull.,lunch bag apple design,411,0.02022239716591222,0.3261904761904762,0.4021526418786693,6.486785947255614
jumbo bag alphabet,jumbo bag red retrospot,411,0.02022239716591222,0.46440677966101696,0.19912790697674418,4.572966758638811
natural slate heart chalkboard,white hanging heart t-light holder,411,0.02022239716591222,0.3336038961038961,0.18664850136239783,3.079094270851764
charlotte bag pink polkadot,charlotte bag suki design,408,0.020074788427474906,0.5528455284552846,0.4662857142857143,12.841180023228805
white hanging heart t-light holder,wooden picture frame white finish,405,0.01992717968903759,0.18392370572207084,0.3708791208791209,3.423136808695392
strawberry charlotte bag,woodland charlotte bag,404,0.019877976776225152,0.5642458100558659,0.48851269649334944,13.866664865266527
set of 3 cake tins pantry design,set of 6 spice tins pantry design,402,0.019779570950600275,0.2986627043090639,0.4944649446494465,7.466200248926708
dotcom postage,jumbo storage bag suki,395,0.019435150560913207,0.557909604519774,0.33531409168081494,9.62559830412554
lunch bag pink polkadot,lunch bag woodland,393,0.01933674473528833,0.3662628145386766,0.39143426294820716,7.414268369207234
charlotte bag pink polkadot,woodland charlotte bag,392,0.01928754182247589,0.5311653116531165,0.4740024183796856,13.053692616732697
lunch bag red retrospot,red retrospot charlotte bag,390,0.019189135996851014,0.25308241401687215,0.37937743190661477,5.003547648325788
jumbo bag woodland animals,jumbo shopper vintage red paisley,389,0.019139933084038576,0.45550351288056207,0.33361921097770153,7.939668435492747
lunch bag apple design,lunch bag spaceboy design,389,0.019139933084038576,0.3806262230919765,0.33914559721011334,6.744417923383899
lunch bag suki design,lunch bag woodland,386,0.01899232434560126,0.3580705009276438,0.3844621513944223,7.2484311363082
party bunting,regency cakestand 3 tier,386,0.01899232434560126,0.23309178743961353,0.2027310924369748,2.488107924329152
lunch bag dolly girl design,lunch bag spaceboy design,383,0.018844715607163946,0.5707898658718331,0.33391455972101136,10.113978408002735
jumbo bag alphabet,jumbo bag apples,382,0.018795512694351507,0.43163841807909603,0.3962655601659751,9.100227395269242
party bunting,white hanging heart t-light holder,382,0.018795512694351507,0.23067632850241546,0.1734786557674841,2.1290943235618043
recipe box pantry yellow design,set of 3 cake tins pantry design,381,0.01874630978153907,0.3511520737327189,0.28306092124814264,5.302239781979034
heart of wicker small,white hanging heart t-light holder,381,0.01874630978153907,0.32260795935647757,0.17302452316076294,2.977604071735264
charlotte bag pink polkadot,strawberry charlotte bag,377,0.01854949813028931,0.510840108401084,0.526536312849162,14.500439054669876
jumbo bag pink polkadot,jumbo bag pink vintage paisley,377,0.01854949813028931,0.31131296449215523,0.4414519906323185,7.408811112808621
jumbo bag apples,jumbo storage bag suki,374,0.018401889391851996,0.3879668049792531,0.3174872665534805,6.693580088623379
jumbo bag red retrospot,lunch bag  black skull.,372,0.01830348356622712,0.18023255813953487,0.29523809523809524,2.907179771133259
pink regency teacup and saucer,regency cakestand 3 tier,370,0.018205077740602243,0.5027173913043478,0.19432773109243698,5.366191313481915
jam making set with jars,set of 3 cake tins pantry design,368,0.018106671914977366,0.3379247015610652,0.27340267459138184,5.1025123584896654
jumbo storage bag skulls,jumbo storage bag suki,367,0.018057469002164928,0.5220483641536273,0.31154499151103565,9.006885359132701
lunch bag alphabet design,lunch bag apple design,366,0.01800826608935249,0.505524861878453,0.35812133072407043,10.05311868181769
jumbo bag pink vintage paisley,jumbo storage bag suki,365,0.01795906317654005,0.4274004683840749,0.3098471986417657,7.373927945193496
lunch bag apple design,lunch bag woodland,365,0.01795906317654005,0.35714285714285715,0.36354581673306774,7.229652817302219
dotcom postage,jumbo shopper vintage red paisley,363,0.017860657350915174,0.5127118644067796,0.3113207547169811,8.936840422129835
jumbo bag apples,jumbo bag pink polkadot,363,0.017860657350915174,0.37655601659751037,0.29975227085053674,6.319673394985797
dotcom postage,jumbo bag woodland animals,361,0.017762251525290297,0.5098870056497176,0.42271662763466045,12.134594265602878
jumbo bag apples,lunch bag apple design,361,0.017762251525290297,0.3744813278008299,0.3532289628180039,7.447121826050945
lunch bag apple design,lunch bag cars blue,361,0.017762251525290297,0.3532289628180039,0.31890459363957596,6.341895265294268
jumbo bag red retrospot,lunch bag pink polkadot,359,0.01766384569966542,0.1739341085271318,0.33457595526561046,3.2945357145437337
jumbo bag apples,jumbo bag vintage leaf,356,0.017516236961228105,0.36929460580912865,0.4149184149184149,8.747719776765418
heart of wicker large,white hanging heart t-light holder,354,0.017417831135603228,0.38562091503267976,0.16076294277929154,3.5592004891572135
lunch bag dolly girl design,lunch bag red retrospot,351,0.017270222397165913,0.5230998509687034,0.22777417261518496,6.899079410180356
lunch bag  black skull.,red retrospot charlotte bag,350,0.017221019484353475,0.2777777777777778,0.3404669260700389,5.491785559878945
jumbo bag red retrospot,jumbo bag vintage doily,350,0.017221019484353475,0.1695736434108527,0.5021520803443329,4.9446409306774335
jumbo bag pink polkadot,jumbo bag strawberry,347,0.01707341074591616,0.2865400495458299,0.42576687116564416,7.145570511618953
lunch bag apple design,lunch bag pink polkadot,346,0.01702420783310372,0.3385518590998043,0.32246039142590865,6.4126076275344115
dotcom postage,jumbo bag pink polkadot,345,0.016975004920291283,0.4872881355932203,0.28488852188274155,8.1780710716735
charlotte bag suki design,lunch bag red retrospot,344,0.016925802007478844,0.3931428571428571,0.22323166774821546,5.18509761750255
jumbo bag spaceboy design,jumbo storage bag suki,343,0.016876599094666406,0.5029325513196481,0.2911714770797963,8.677080792037799
regency cakestand 3 tier,white hanging heart t-light holder,343,0.016876599094666406,0.1801470588235294,0.15576748410535876,1.6627197200406048
jumbo storage bag suki,lunch bag red retrospot,341,0.01677819326904153,0.2894736842105263,0.22128487994808566,3.8178216469141706
pack of 72 retrospot cake cases,regency cakestand 3 tier,339,0.01667978744341665,0.2650508209538702,0.17804621848739496,2.8292504648458285
dotcom postage,recycling bag retrospot,338,0.01663058453060421,0.4774011299435028,0.4549125168236878,13.0588163727749
60 teatime fairy cake cases,pack of 60 pink paisley cake cases,338,0.01663058453060421,0.42355889724310775,0.40190249702734837,10.235922743839383
lunch bag red retrospot,pack of 72 retrospot cake cases,338,0.01663058453060421,0.21933809214795588,0.2642689601250977,3.485400613616149
jumbo bag pink polkadot,jumbo bag spaceboy design,336,0.016532178704979333,0.2774566473988439,0.49266862170087977,8.268370823657042
jam making set printed,set of 3 cake tins pantry design,335,0.016482975792166895,0.300179211469534,0.24888558692421991,4.532572283734628
white hanging heart t-light holder,wooden frame antique white,335,0.016482975792166895,0.15213442325158946,0.3496868475991649,3.2275365534084592
jumbo bag apples,jumbo shopper vintage red paisley,332,0.01633536705372958,0.34439834024896265,0.2847341337907376,6.003046198301814
dotcom postage,green regency teacup and saucer,331,0.01628616414091714,0.4675141242937853,0.3394871794871795,9.745391858612196
jumbo bag pink polkadot,jumbo storage bag skulls,331,0.01628616414091714,0.27332782824112306,0.47083926031294454,7.902012490999409
jumbo bag red retrospot,lunch bag suki design,328,0.016138555402479826,0.15891472868217055,0.3042671614100185,2.996088075822295
lunch bag red retrospot,white hanging heart t-light holder,326,0.01604014957685495,0.21155094094743673,0.148047229791099,1.9525709917419183
charlotte bag suki design,jumbo bag red retrospot,324,0.015941743751230072,0.3702857142857143,0.1569767441860465,3.6461661129568106
jumbo bag red retrospot,pack of 72 retrospot cake cases,324,0.015941743751230072,0.1569767441860465,0.253322908522283,2.494445151553721
jumbo bag pink polkadot,lunch bag red retrospot,323,0.015892540838417634,0.2667217175887696,0.20960415314730693,3.5177496354796585
jumbo bag red retrospot,party bunting,323,0.015892540838417634,0.1564922480620155,0.19504830917874397,1.9206210444519345
jumbo bag red retrospot,lunch bag cars blue,321,0.015794135012792757,0.1555232558139535,0.2835689045936396,2.7922744268222535
jam making set with jars,recipe box pantry yellow design,320,0.01574493209998032,0.2938475665748393,0.29493087557603687,5.504293035084824
pack of 72 retrospot cake cases,red retrospot charlotte bag,319,0.01569572918716788,0.24941360437842064,0.3103112840466926,4.931013711465973
jumbo bag red retrospot,natural slate heart chalkboard,317,0.015597323361543004,0.15358527131782945,0.2573051948051948,2.5336583232658816
lunch bag alphabet design,lunch bag suki design,315,0.015498917535918127,0.4350828729281768,0.2922077922077922,8.202805481811007
jam making set printed,recipe box pantry yellow design,315,0.015498917535918127,0.28225806451612906,0.2903225806451613,5.287200832466182
set of 3 cake tins pantry design,white hanging heart t-light holder,314,0.015449714623105688,0.23328380386329867,0.14259763851044505,2.153160776438548
dotcom postage,red toadstool led night light,313,0.01540051171029325,0.442090395480226,0.3730631704410012,10.70923146333744
lunch bag red retrospot,party bunting,312,0.015351308797480812,0.20246593121349774,0.18840579710144928,2.484853614724111
assorted colour bird ornament,white hanging heart t-light holder,312,0.015351308797480812,0.2180293501048218,0.14168937329700274,2.0123653549184373
jumbo bag strawberry,jumbo storage bag suki,310,0.015252902971855933,0.3803680981595092,0.2631578947368421,6.56247981917985
lunch bag red retrospot,woodland charlotte bag,307,0.015105294233418618,0.19922128487994809,0.37122128174123337,4.895977501692943
set of 3 butterfly cookie cutters,set of 3 heart cookie cutters,306,0.01505609132060618,0.45535714285714285,0.45671641791044776,13.812953091684436
lunch bag alphabet design,lunch bag red retrospot,306,0.01505609132060618,0.42265193370165743,0.19857235561323816,5.574288060060017
chocolate hot water bottle,scottie dog hot water bottle,305,0.015006888407793741,0.36483253588516745,0.4018445322793149,9.769244346943536
jam making set printed,jumbo bag red retrospot,305,0.015006888407793741,0.2732974910394265,0.14777131782945738,2.6911328526576086
jumbo bag alphabet,jumbo bag vintage leaf,304,0.014957685494981303,0.34350282485875705,0.3543123543123543,8.136773207959648
jumbo storage bag suki,lunch bag suki design,304,0.014957685494981303,0.25806451612903225,0.2820037105751391,4.865401879226764
jumbo  bag baroque black white,jumbo bag woodland animals,303,0.014908482582168864,0.32756756756756755,0.3548009367681499,7.795647825811759
charlotte bag suki design,lunch bag  black skull.,303,0.014908482582168864,0.3462857142857143,0.24047619047619048,5.585643537414966
charlotte bag pink polkadot,lunch bag red retrospot,303,0.014908482582168864,0.4105691056910569,0.19662556781310836,5.414929593812485
jumbo storage bag suki,white hanging heart t-light holder,303,0.014908482582168864,0.25721561969439727,0.13760217983651227,2.374046437179351
jumbo shopper vintage red paisley,jumbo storage bag skulls,301,0.014810076756543987,0.258147512864494,0.42816500711237554,7.4631437431834655
jumbo bag apples,jumbo bag woodland animals,301,0.014810076756543987,0.31224066390041494,0.3524590163934426,7.430889055166315
lunch bag alphabet design,lunch bag spaceboy design,301,0.014810076756543987,0.4157458563535912,0.26242371403661724,7.366712105083162
jam making set with jars,set of 4 pantry jelly moulds,301,0.014810076756543987,0.2764003673094582,0.28612167300380226,5.33988694410402
lunch bag cars blue,red retrospot charlotte bag,301,0.014810076756543987,0.2659010600706714,0.2928015564202335,5.256977767389421
jumbo bag pink polkadot,lunch bag pink polkadot,301,0.014810076756543987,0.24855491329479767,0.2805219012115564,4.707949727682635
jumbo bag red retrospot,set of 3 cake tins pantry design,300,0.014760873843731549,0.14534883720930233,0.22288261515601784,2.194702650402571
lunch bag  black skull.,lunch bag dolly girl design,299,0.01471167093091911,0.2373015873015873,0.4456035767511177,7.1876564237219975
jumbo bag pink polkadot,recycling bag retrospot,299,0.01471167093091911,0.24690338563170933,0.40242261103633914,6.753787899836959
lunch bag  black skull.,lunch bag alphabet design,299,0.01471167093091911,0.2373015873015873,0.4129834254143646,6.661488204858371
jumbo bag red retrospot,woodland charlotte bag,299,0.01471167093091911,0.14486434108527133,0.3615477629987908,3.560124387203209
lunch bag red retrospot,strawberry charlotte bag,298,0.014662468018106672,0.19338092147955874,0.41620111731843573,5.489209285126469
cook with wine metal sign,gin + tonic diet metal sign,296,0.014564062192481795,0.4228571428571429,0.3978494623655914,11.551274961597542
dotcom postage,jam making set printed,296,0.014564062192481795,0.4180790960451977,0.26523297491039427,7.613834720450357
jumbo storage bag suki,recycling bag retrospot,296,0.014564062192481795,0.25127334465195245,0.3983849259757739,6.873323629483556
pack of 72 retrospot cake cases,party bunting,295,0.014514859279669357,0.23064894448788115,0.17814009661835747,2.8307422389925705
regency cakestand 3 tier,set of 3 cake tins pantry design,295,0.014514859279669357,0.15493697478991597,0.21916790490341753,2.33947925381148
cook with wine metal sign,hand over the chocolate   sign,294,0.014465656366856918,0.42,0.4349112426035503,12.627337278106511
set of 3 cake tins pantry design,set of 4 pantry jelly moulds,294,0.014465656366856918,0.21842496285289748,0.279467680608365,4.219837400211301
jumbo bag red retrospot,red toadstool led night light,294,0.014465656366856918,0.14244186046511628,0.3504171632896305,3.450522493555451
jumbo bag red retrospot,lunch bag apple design,294,0.014465656366856918,0.14244186046511628,0.2876712328767123,2.8326696400127425
heart of wicker small,natural slate heart chalkboard,292,0.014367250541232042,0.2472480948348857,0.237012987012987,4.078790811220956
jumbo bag alphabet,jumbo storage bag suki,291,0.014318047628419603,0.3288135593220339,0.2470288624787776,5.673010848608673
pack of 72 retrospot cake cases,set/20 red retrospot paper napkins,291,0.014318047628419603,0.22752150117279124,0.30186721991701243,4.7968329770081
cook with wine metal sign,please one person metal sign,290,0.014268844715607163,0.4142857142857143,0.35066505441354295,10.181309379858352
jumbo bag spaceboy design,jumbo bag woodland animals,290,0.014268844715607163,0.4252199413489736,0.3395784543325527,10.119637105358942
dotcom postage,natural slate heart chalkboard,290,0.014268844715607163,0.4096045197740113,0.2353896103896104,6.757144691466725
recipe box pantry yellow design,white hanging heart t-light holder,290,0.014268844715607163,0.2672811059907834,0.13169845594913715,2.4669487730048507
lunch bag spaceboy design,red retrospot charlotte bag,289,0.014219641802794725,0.25196163905841323,0.2811284046692607,4.981389447687929
jumbo bag red retrospot,lunch bag woodland,288,0.014170438889982286,0.13953488372093023,0.2868525896414343,2.82460854257389
dotcom postage,roses regency teacup and saucer,287,0.014121235977169848,0.4053672316384181,0.2833168805528134,8.132955198242062
regency cakestand 3 tier,set of 3 regency cake tins,286,0.01407203306435741,0.15021008403361344,0.3433373349339736,3.664909661343529
victorian glass hanging t-light,white hanging heart t-light holder,286,0.01407203306435741,0.27984344422700586,0.1298819255222525,2.582896530640176
recipe box pantry yellow design,regency cakestand 3 tier,285,0.014022830151544971,0.2626728110599078,0.14968487394957983,2.8038667079735116
jumbo bag red retrospot,recipe box pantry yellow design,285,0.014022830151544971,0.1380813953488372,0.2626728110599078,2.586512699603472
jumbo bag red retrospot,wooden picture frame white finish,285,0.014022830151544971,0.1380813953488372,0.260989010989011,2.5699324899906295
jumbo bag pink vintage paisley,jumbo bag strawberry,283,0.013924424325920094,0.33138173302107726,0.347239263803681,8.263806554503526
charlotte bag suki design,lunch bag suki design,283,0.013924424325920094,0.32342857142857145,0.2625231910946197,6.097738669493772
lunch bag  black skull.,woodland charlotte bag,283,0.013924424325920094,0.2246031746031746,0.3422007255139057,5.519752020114777
jam making set with jars,jumbo bag red retrospot,283,0.013924424325920094,0.2598714416896235,0.1371124031007752,2.558927897722824
lunch bag dolly girl design,lunch bag suki design,282,0.013875221413107656,0.4202682563338301,0.26159554730983303,7.9234991110656425
jumbo shopper vintage red paisley,lunch bag red retrospot,282,0.013875221413107656,0.241852487135506,0.18299805321219986,3.1897533734860635
jumbo  bag baroque black white,jumbo bag apples,281,0.013826018500295217,0.3037837837837838,0.29149377593361,6.404669731972637
charlotte bag suki design,jumbo storage bag suki,281,0.013826018500295217,0.3211428571428571,0.23853989813242785,5.540668445306816
lunch bag suki design,red retrospot charlotte bag,281,0.013826018500295217,0.2606679035250464,0.2733463035019455,5.153516022609963
jumbo storage bag suki,lunch bag  black skull.,281,0.013826018500295217,0.23853989813242785,0.22301587301587303,3.8476864203519545
lunch bag dolly girl design,lunch bag woodland,280,0.013776815587482779,0.4172876304023845,0.2788844621513944,8.447165139739106
lunch bag  black skull.,strawberry charlotte bag,280,0.013776815587482779,0.2222222222222222,0.39106145251396646,6.30788330229671
charlotte bag pink polkadot,jumbo bag red retrospot,280,0.013776815587482779,0.3794037940379404,0.13565891472868216,3.735950925400727
jumbo bag red retrospot,set/20 red retrospot paper napkins,280,0.013776815587482779,0.13565891472868216,0.29045643153526973,2.860095210524623
jam making set printed,regency cakestand 3 tier,280,0.013776815587482779,0.25089605734767023,0.14705882352941177,2.678157284419144
jumbo bag pink vintage paisley,jumbo bag woodland animals,279,0.01372761267467034,0.32669789227166274,0.32669789227166274,7.774950775795402
jumbo bag red retrospot,lunch bag spaceboy design,279,0.01372761267467034,0.13517441860465115,0.24324324324324326,2.395191703331238
jumbo bag woodland animals,jumbo storage bag skulls,278,0.013678409761857902,0.3255269320843091,0.39544807965860596,9.411108631125888
lunch bag woodland,woodland charlotte bag,278,0.013678409761857902,0.27689243027888444,0.33615477629987905,6.8047905114728495
pack of 72 retrospot cake cases,woodland charlotte bag,278,0.013678409761857902,0.21735731039874903,0.33615477629987905,5.341680745518953
jumbo bag red retrospot,regency cakestand 3 tier,278,0.013678409761857902,0.13468992248062014,0.14600840336134455,1.4377300338740147
jumbo storage bag suki,red retrospot charlotte bag,277,0.013629206849045464,0.23514431239388794,0.2694552529182879,4.648903701452703
jumbo bag vintage doily,jumbo bag vintage leaf,275,0.013530801023420587,0.3945480631276901,0.32051282051282054,9.345914726115588
lunch bag alphabet design,lunch bag cars blue,275,0.013530801023420587,0.3798342541436464,0.24293286219081273,6.8195683579641955
lunch bag  black skull.,pack of 72 retrospot cake cases,274,0.013481598110608149,0.21746031746031746,0.2142298670836591,3.455561760800228
jumbo  bag baroque black white,jumbo bag pink vintage paisley,273,0.01343239519779571,0.2951351351351351,0.319672131147541,7.023801506424457
charlotte bag suki design,pack of 72 retrospot cake cases,273,0.01343239519779571,0.312,0.21344800625488664,4.957848318999218
gin + tonic diet metal sign,hand over the chocolate   sign,272,0.013383192284983272,0.3655913978494624,0.40236686390532544,10.991537825284727
jumbo bag woodland animals,recycling bag retrospot,272,0.013383192284983272,0.3185011709601874,0.36608344549125166,8.712271599723886
dotcom postage,jumbo  bag baroque black white,272,0.013383192284983272,0.384180790960452,0.29405405405405405,8.441178805924569
jumbo bag spaceboy design,jumbo shopper vintage red paisley,272,0.013383192284983272,0.39882697947214074,0.2332761578044597,6.95176632143378
lunch bag pink polkadot,red retrospot charlotte bag,272,0.013383192284983272,0.2534948741845294,0.26459143968871596,5.011702162379741
dotcom postage,white hanging heart t-light holder,272,0.013383192284983272,0.384180790960452,0.12352406902815623,3.545908444813908
alarm clock bakelike red,regency cakestand 3 tier,272,0.013383192284983272,0.26484907497565724,0.14285714285714285,2.8270969536792325
jam making set with jars,regency cakestand 3 tier,272,0.013383192284983272,0.2497704315886134,0.14285714285714285,2.6661419388692114
charlotte bag pink polkadot,lunch bag  black skull.,271,0.013333989372170833,0.36720867208672087,0.2150793650793651,5.923134167849615
charlotte bag suki design,lunch bag cars blue,271,0.013333989372170833,0.3097142857142857,0.2393992932862191,5.560629984856134
lunch bag apple design,red retrospot charlotte bag,271,0.013333989372170833,0.2651663405088063,0.26361867704280156,5.24245204717994
jumbo bag alphabet,jumbo bag pink polkadot,271,0.013333989372170833,0.30621468926553674,0.22378199834847234,5.13914727054729
jam making set printed,set of 4 pantry jelly moulds,271,0.013333989372170833,0.24283154121863798,0.2576045627376426,4.691357646128897
jumbo shopper vintage red paisley,white hanging heart t-light holder,271,0.013333989372170833,0.23241852487135506,0.12306993642143506,2.1451744321005544
